Open,High,Low,Volume,Close
0.8469,0.8479,0.8054,21887.900390625,0.8326
0.8686,0.88,0.8335,36453.19922,0.8471
0.9218,0.9298,0.8522,28887.19922,0.8686
0.873,0.9218,0.83,18125.19922,0.9218
0.8619,0.8861,0.7838,22967.30078,0.8731
0.9469,0.976,0.838,16403.900390625,0.8618
0.923,0.9493,0.917,17427.69922,0.947
0.9683,0.9973,0.8921,13826.900390625,0.923
1.0453,1.0466,0.9156,23997.5,0.9683
1.0241,1.0789,1.0069,41021.80078,1.045
1.0108,1.0498,0.9793,33391.60156,1.0241
1.0409,1.1,0.9742,17760.30078,1.0108
0.9058,1.0495,0.8789,16495.099609375,1.0409
0.8319,0.9337,0.7974,12708,0.9058
0.8985,0.9413,0.7911,24431.80078,0.8318
0.9747,0.9847,0.8445,19493,0.8985
1.0316,1.0423,0.9322,25039.30078,0.9747
0.9747,1.0698,0.9461,64962.5,1.0316
0.9934,1.07,0.8791,53937.39844,0.9746
0.7899,0.997,0.7537,35090.30078,0.993
0.9052,0.9679,0.65,98085.89844,0.7898
1.0062,1.0162,0.816,117333,0.9052
1.1802,1.2194,0.8641,72362.39844,1.0062
1.0565,1.2664,0.9,57426.10156,1.1795
1.5893,1.6448,0.85,37598.19922,1.0568
1.4952,1.705,1.4698,24999.80078,1.5889
1.4496,1.565,1.3242,34883.60156,1.4946
1.4911,1.6131,1.3373,42365.60156,1.4496
1.3998,1.5869,1.3211,29438.19922,1.4904
1.3644,1.4488,1.321,35008.30078,1.4
1.269,1.389,1.2,34746.5,1.364
1.4788,1.547,1.235,21150.30078,1.2691
1.391,1.4905,1.3555,18235.30078,1.4786
1.5343,1.627,1.214,15356.7998046875,1.3906
1.5611,1.5968,1.4249,23213.19922,1.5345
1.5795,1.6277,1.5404,12931.900390625,1.5611
1.6028,1.695,1.505,12038.2001953125,1.5793
1.6137,1.7658,1.521,15632.2998046875,1.6028
1.3878,1.624,1.366,20845.099609375,1.6133
1.5546,1.558,1.32,14019,1.3877
1.5605,1.6216,1.47,14482.599609375,1.5546
1.651,1.658,1.525,12834.2001953125,1.5605
1.5989,1.6666,1.5226,11861.099609375,1.651
1.3978,1.6397,1.3745,17059.80078,1.5988
1.3576,1.42,1.3263,8073.660156,1.3978
1.4017,1.4492,1.2814,10021.099609375,1.3576
1.3629,1.462,1.3284,15642.7001953125,1.4017
1.0353,1.375,1.0133,12268.900390625,1.3629
1.04971,1.156,0.9418,16130,1.0351
1.17019,1.172,1.01753,24533.30078,1.04833
1.15489,1.19724,0.88601,29143.69922,1.17073
1.2911,1.41947,1.0859,17843.5,1.15489
1.385,1.4645,1.27545,16093,1.29097
1.30941,1.44796,1.18,27625.19922,1.38501
1.40797,1.5339,1.251,21911,1.30945
1.53988,1.56505,1.16,10211.2001953125,1.40797
1.54805,1.74163,1.52991,17050.5,1.53896
1.75781,1.81041,1.42,16725.400390625,1.54805
1.83396,1.885,1.65243,11397.2001953125,1.75781
1.79607,1.96689,1.56001,19735.80078,1.83468
1.4685,1.88888,1.41778,13745.7001953125,1.79611
1.35118,1.475,1.31804,14473.2998046875,1.46843
1.37215,1.5,1.305,12075,1.35118
1.01754,1.399,1.00617,11615,1.3728
1.05571,1.0849,0.9808,12602.900390625,1.01721
0.91544,1.07294,0.90128,14973.2998046875,1.05599
1.09666,1.10882,0.856,23084.900390625,0.91542
0.91584,1.119,0.7931,25485.69922,1.09663
0.63501,0.93999,0.6194,12966.400390625,0.91584
0.57836,0.63599,0.56591,19546,0.635
0.60701,0.64262,0.573,13141.2998046875,0.57831
0.57061,0.61,0.56522,8800.6201171875,0.60701
0.5698,0.59555,0.54864,16775.30078,0.57087
0.56207,0.57682,0.52624,33557.69922,0.56982
0.56528,0.588,0.55903,35328.60156,0.5621
0.5455,0.57082,0.54317,23535.69922,0.56538
0.54735,0.56075,0.53879,14275,0.54552
0.56348,0.57464,0.5342,28371.400390625,0.54752
0.51034,0.57689,0.50999,82507.20313,0.56357
0.48022,0.5248,0.454,77990.70313,0.51058
0.54945,0.56302,0.45212,33339.80078,0.48021
0.54403,0.59638,0.5378,31163,0.5498
0.51661,0.6,0.50082,36993.80078,0.5441
0.52584,0.54691,0.49508,68061.70313,0.51651
0.4665,0.54999,0.46424,23254.599609375,0.52613
0.46899,0.47536,0.45848,67914.79688,0.46651
0.46993,0.4905,0.46558,23029,0.46893
0.46037,0.48245,0.45317,21345,0.4698
0.43566,0.52221,0.42723,45237.60156,0.46024
0.439,0.44815,0.42268,77668.29688,0.43574
0.45786,0.46155,0.43857,25259.400390625,0.43905
0.43934,0.46646,0.43205,39107.10156,0.45787
0.45187,0.46488,0.42205,110877,0.43934
0.4617,0.46427,0.44058,182299,0.45187
0.48481,0.4887,0.4545,95829.5,0.46155
0.47413,0.48736,0.471,62621.19922,0.4849
0.46579,0.48987,0.45505,56953.39844,0.47412
0.46292,0.4689,0.45641,83440.89844,0.46558
0.45441,0.4765,0.44901,70322.20313,0.46285
0.4812,0.48488,0.44575,110309,0.45457
0.44841,0.49449,0.43411,61110.5,0.48096
0.43572,0.46869,0.43011,51858,0.44846
0.44537,0.45532,0.42159,52046.69922,0.4357
0.4157,0.454,0.41207,28023.19922,0.44537
0.43586,0.43876,0.39268,61605.19922,0.41565
0.42794,0.45945,0.42681,108985,0.43589
0.43599,0.45067,0.41111,45633.89844,0.42788
0.46864,0.48233,0.4244,52143.5,0.43601
0.4758,0.49999,0.4512,98536.39844,0.4686
0.56637,0.57172,0.365,44427.19922,0.47579
0.54468,0.65155,0.51,42036.39844,0.56646
0.5115,0.55858,0.50311,74210.20313,0.54468
0.56478,0.58235,0.47231,58609.19922,0.51167
0.53217,0.58195,0.5131,108069,0.56465
0.5346,0.55995,0.51901,216122,0.53204
0.5198,0.55751,0.49336,119203,0.53467
0.54987,0.58005,0.48111,88831.29688,0.51995
0.59217,0.6043,0.50891,139293,0.54976
0.63309,0.63981,0.56111,128977,0.59211
0.609,0.64244,0.54306,143439,0.63309
0.52824,0.61922,0.51871,38050.89844,0.609
0.50422,0.53545,0.49982,95347.10156,0.52806
0.47637,0.54224,0.45,33420.60156,0.50429
0.45098,0.49,0.44901,24374.099609375,0.47636
0.41848,0.4692,0.4125,67090.70313,0.45099
0.44307,0.45089,0.39123,45289,0.41849
0.45195,0.45688,0.42,22664.80078,0.44307
0.44535,0.47222,0.4241,66159.39844,0.45219
0.39721,0.48159,0.37885,37451.60156,0.44545
0.37254,0.419,0.37254,21973.900390625,0.39721
0.37123,0.41123,0.3401,42961.60156,0.37254
0.49516,0.755,0.35928,27204.69922,0.37106
0.44369,0.51,0.385,39375.19922,0.49507
0.2829,0.5178,0.278,15323.099609375,0.44372
0.26413,0.31724,0.25915,28004.69922,0.2829
0.25058,0.27,0.24699,101360,0.26407
0.26837,0.26871,0.24388,29955.5,0.25039
0.26751,0.27095,0.258,45473.80078,0.26834
0.27335,0.285,0.26679,18883.099609375,0.26757
0.27169,0.27798,0.26804,77247.89844,0.27339
0.27216,0.28356,0.26545,19953.69922,0.27167
0.26786,0.27826,0.24021,26268.30078,0.27217
0.29553,0.30797,0.25992,97889.70313,0.26802
0.29395,0.31184,0.28,29028.80078,0.29539
0.28529,0.33,0.28396,29588.80078,0.29396
0.27741,0.28875,0.27144,13569.5,0.28528
0.2792,0.28572,0.26846,12363.2001953125,0.27746
0.27987,0.29666,0.27503,13646.2998046875,0.27924
0.29648,0.30337,0.261,19413.80078,0.27991
0.3057,0.309,0.28334,22379.099609375,0.29642
0.29241,0.31,0.2848,29927.80078,0.30582
0.28742,0.31003,0.27743,29402.900390625,0.29254
0.31487,0.31627,0.25343,13966.900390625,0.28743
0.32419,0.368,0.28708,33578.89844,0.31491
0.32049,0.3395,0.30523,25841.900390625,0.32419
0.32389,0.3467,0.28487,40270.10156,0.32032
0.24856,0.37,0.2453,27611.80078,0.32389
0.22577,0.2745,0.22139,22339.900390625,0.24854
0.23568,0.24269,0.21774,24386.19922,0.22573
0.2254,0.26091,0.218,36937.10156,0.23565
0.22064,0.23852,0.215,48492,0.2254
0.2374,0.23823,0.21084,38551.80078,0.22064
0.21953,0.25,0.216,66439.5,0.23746
0.21133,0.22949,0.20521,64156.60156,0.21959
0.22142,0.23665,0.19186,62289.60156,0.21138
0.24832,0.25167,0.17351,110387,0.22142
0.28401,0.31,0.2341,52852.30078,0.24845
0.29484,0.312,0.266,28017.099609375,0.28407
0.3179,0.32723,0.28303,12798.5,0.29481
0.33865,0.3855,0.2797,28042.30078,0.31768
0.2605,0.3778,0.24003,32410.80078,0.33863
0.44636,0.44842,0.21164,44220.30078,0.2605
0.51469,0.52213,0.40215,29630.099609375,0.44642
0.55576,0.56935,0.49825,29579.599609375,0.51445
0.57692,0.58658,0.5287,16704.599609375,0.55586
0.58335,0.60377,0.56588,44096.10156,0.57666
0.57685,0.61346,0.55101,21924,0.58337
0.56938,0.65852,0.5358,42022.10156,0.5769
0.46793,0.57477,0.43722,20467.80078,0.56941
0.49737,0.50715,0.46433,27085.900390625,0.46793
0.51366,0.51852,0.48901,33178.19922,0.4974
0.50658,0.5278,0.4855,61551.80078,0.51365
0.54847,0.55102,0.48521,60900.80078,0.50658
0.57267,0.58697,0.52594,60436.5,0.54945
0.58284,0.58848,0.55318,84616.60156,0.57267
0.55897,0.60544,0.50383,18563,0.58265
0.60822,0.61048,0.55,39600.60156,0.5589
0.62096,0.624,0.59084,37696.80078,0.60818
0.58516,0.62801,0.57907,38192.60156,0.62107
0.55355,0.59628,0.54833,25286.400390625,0.58517
0.63046,0.6342,0.54253,27099.69922,0.55367
0.62969,0.6418,0.6149,47598.69922,0.63046
0.6113,0.6368,0.59455,35109.69922,0.62972
0.66378,0.681,0.56401,18521,0.61088
0.60543,0.6791,0.59881,36206,0.66417
0.62573,0.637,0.58285,46905.89844,0.60543
0.5625,0.64888,0.5387,20025.599609375,0.62579
0.53649,0.58669,0.50345,24144.5,0.5623
0.63024,0.652,0.456,34150.60156,0.53654
0.69399,0.725,0.58405,30721.599609375,0.63022
0.61562,0.78068,0.56777,20285.900390625,0.694
0.44592,0.61984,0.43232,27928.599609375,0.61579
0.46283,0.49659,0.40155,25068.400390625,0.44611
0.32993,0.4695,0.32929,35450.19922,0.46283
0.30356,0.33091,0.29679,38115.80078,0.32991
0.29333,0.30659,0.284,20585.69922,0.30358
0.30247,0.30818,0.28055,16985.900390625,0.29335
0.28814,0.305,0.28722,23017.19922,0.30247
0.26957,0.28998,0.26737,19161.400390625,0.28813
0.26829,0.27677,0.26405,9822.589844,0.26954
0.26587,0.2777,0.26128,21263.30078,0.26824
0.2549,0.2659,0.2535,33775.69922,0.2659
0.25581,0.25818,0.2525,15739.400390625,0.2549
0.25379,0.26,0.25209,19412.69922,0.25581
0.25058,0.265,0.24806,32530.099609375,0.2538
0.25368,0.2562,0.24557,31812.19922,0.25059
0.24913,0.25701,0.24724,18727.69922,0.25374
0.2586,0.26733,0.24419,66011.70313,0.2491
0.24569,0.2614,0.24508,17500.30078,0.25863
0.23759,0.24743,0.23712,13521.2001953125,0.24561
0.2396,0.24045,0.23213,20020.5,0.23758
0.23526,0.24425,0.22772,13228.7998046875,0.2396
0.23999,0.2452,0.23264,10526.099609375,0.23523
0.2396,0.24138,0.23648,15684.599609375,0.23999
0.23906,0.24351,0.23743,15024.099609375,0.23968
0.24232,0.24402,0.23057,22419.599609375,0.23905
0.2454,0.24702,0.2396,44362.5,0.24239
0.25273,0.25666,0.2444,28611.599609375,0.2454
0.24811,0.25398,0.24743,36815.19922,0.25273
0.25313,0.2591,0.24341,17107.900390625,0.2481
0.2562,0.25714,0.25105,28010.80078,0.25313
0.25472,0.25763,0.25253,19208.69922,0.2562
0.25703,0.25921,0.25005,18317.599609375,0.25471
0.2508,0.26357,0.25077,31583.099609375,0.25709
0.24324,0.25555,0.24249,23624.19922,0.25088
0.24557,0.25039,0.2411,18355.80078,0.24322
0.2422,0.24945,0.24011,17851.80078,0.24558
0.24059,0.24362,0.24005,47982.10156,0.24221
0.24014,0.24329,0.23853,58236.30078,0.24057
0.24584,0.24787,0.2375,41078,0.24011
0.24906,0.25014,0.24287,23130.30078,0.24596
0.25658,0.2584,0.24593,31531.69922,0.24906
0.25602,0.25997,0.25267,179684,0.2565
0.25545,0.25826,0.24732,128615,0.25603
0.25401,0.25842,0.25321,58680.30078,0.25544
0.25293,0.26071,0.25265,101826,0.25402
0.25141,0.25665,0.24935,33306.89844,0.25293
0.24871,0.25297,0.24206,69220.5,0.25141
0.24549,0.25141,0.24077,51924.89844,0.2487
0.25034,0.25932,0.24021,51259.69922,0.24545
0.24794,0.25442,0.24628,49539.60156,0.2503
0.23274,0.25024,0.23159,49050.80078,0.24794
0.23387,0.23499,0.23254,64262.69922,0.23273
0.23813,0.23937,0.22829,45312,0.23386
0.24172,0.24452,0.23372,32718,0.23819
0.24286,0.24289,0.2375,35405.80078,0.24171
0.2411,0.24662,0.2383,69637.10156,0.24285
0.24329,0.24851,0.23979,40345.19922,0.24107
0.24147,0.24474,0.23729,22258.19922,0.24334
0.24154,0.24568,0.23764,31061.69922,0.24153
0.23277,0.24477,0.2295,77453.70313,0.24154
0.22164,0.23401,0.21944,32249,0.23276
0.23301,0.2352,0.22017,18296.099609375,0.22164
0.23104,0.23459,0.22916,22233.30078,0.23302
0.24657,0.24809,0.22915,24894.5,0.23102
0.25112,0.25125,0.2423,30003.599609375,0.24652
0.25065,0.25497,0.24733,19851.30078,0.25112
0.25208,0.25522,0.2463,20464,0.25065
0.24682,0.2586,0.24601,13803.7998046875,0.25214
0.24331,0.25117,0.2341,17632.69922,0.24686
0.24562,0.2494,0.24225,26802.30078,0.24331
0.24214,0.2484,0.23901,19212.599609375,0.24564
0.24749,0.2535,0.23757,25003.099609375,0.24218
0.24252,0.24879,0.24019,20837.80078,0.24752
0.24302,0.2444,0.23683,14903.5,0.24252
0.239,0.24871,0.23878,23331.5,0.24302
0.23658,0.24278,0.23303,46479.10156,0.23901
0.24202,0.24365,0.2312,19215,0.23657
0.23987,0.24292,0.22962,25292.30078,0.24198
0.23737,0.24358,0.22937,21998.400390625,0.23986
0.25385,0.25951,0.231,18133.099609375,0.23738
0.24404,0.26582,0.24012,61608.89844,0.25385
0.27594,0.2765,0.238,40322.10156,0.24409
0.29515,0.304,0.2622,42560.5,0.27595
0.28115,0.29884,0.27574,63098,0.29521
0.28302,0.2845,0.27804,12727.099609375,0.28115
0.27375,0.28389,0.27375,13090.2001953125,0.28302
0.27166,0.27685,0.26865,23344.5,0.2738
0.26478,0.2732,0.26,10323.099609375,0.27174
0.27645,0.27833,0.25453,20004.19922,0.26469
0.27628,0.28078,0.2739,26708.099609375,0.27653
0.2884,0.28959,0.27,16085.2001953125,0.27625
0.2848,0.292,0.28224,72673.89844,0.2884
0.28589,0.28808,0.27698,39061.89844,0.2848
0.27935,0.28663,0.2733,15986.2998046875,0.28592
0.29217,0.29585,0.27671,22851.099609375,0.27933
0.28969,0.29465,0.28431,18911.900390625,0.29218
0.3025,0.30616,0.27809,91651.79688,0.28975
0.31535,0.32156,0.29614,27171.599609375,0.30251
0.3046,0.32689,0.29702,24587.5,0.31539
0.2989,0.3048,0.29186,15751.7001953125,0.30455
0.29995,0.30537,0.2907,7905.22998046875,0.29884
0.2942,0.3073,0.28918,17442.900390625,0.29995
0.28233,0.29561,0.27243,13030.7001953125,0.2942
0.28308,0.28737,0.27139,19952.900390625,0.28233
0.29468,0.30736,0.26727,28190.69922,0.2831
0.28792,0.30008,0.28301,20220.900390625,0.29469
0.29532,0.29839,0.28215,12721.7001953125,0.2879
0.29444,0.2987,0.2898,33411,0.29527
0.30309,0.31037,0.27936,17245.099609375,0.29437
0.30233,0.31126,0.29722,20881,0.30311
0.30137,0.30813,0.2908,20717.19922,0.30228
0.31008,0.31926,0.29038,26748.5,0.30138
0.28809,0.31999,0.28357,35622,0.31016
0.29089,0.32628,0.2476,25424.099609375,0.28803
0.25938,0.29739,0.25557,10726.2001953125,0.29089
0.24407,0.26042,0.24158,30648.599609375,0.25939
0.24323,0.24954,0.233,36344,0.24408
0.23031,0.25,0.22919,21248.80078,0.24327
0.22445,0.23476,0.217,14927.099609375,0.23029
0.21528,0.23,0.20861,23478.30078,0.22437
0.21462,0.22499,0.21255,21783.099609375,0.21532
0.20393,0.21756,0.2035,28219.400390625,0.21463
0.20847,0.20855,0.20189,20914.099609375,0.20392
0.20351,0.21584,0.20142,23061.19922,0.20851
0.19946,0.20441,0.196,41102,0.20348
0.19465,0.201,0.19386,45552.89844,0.19949
0.19961,0.20019,0.19194,66360.10156,0.19465
0.19989,0.20205,0.19574,19924.19922,0.19956
0.19441,0.20203,0.19392,27613.5,0.1999
0.19447,0.19824,0.19125,45682.5,0.1944
0.19722,0.19756,0.18822,71240.89844,0.19444
0.19908,0.1999,0.19635,81510.20313,0.19721
0.19866,0.19978,0.195,18894.30078,0.19909
0.20122,0.2066,0.191,17578.19922,0.19867
0.20112,0.20401,0.19758,15747.599609375,0.20128
0.19906,0.20482,0.19792,50505.60156,0.2011
0.20263,0.20272,0.19252,33642.30078,0.19909
0.20544,0.21186,0.19667,30023.80078,0.20263
0.18508,0.20669,0.18382,39549.39844,0.20551
0.18876,0.18969,0.18312,46396.89844,0.18508
0.17691,0.18934,0.17644,25507.599609375,0.18875
0.1781,0.1788,0.17372,22033.30078,0.17695
0.17618,0.17964,0.17593,23747.19922,0.17808
0.17476,0.17865,0.1743,15841.099609375,0.1762
0.17645,0.1777,0.172,11601.2998046875,0.17477
0.17533,0.17814,0.17373,19508.400390625,0.17647
0.17737,0.17775,0.17487,23985.599609375,0.17533
0.17694,0.17939,0.17487,9764.4599609375,0.17726
0.1751,0.17983,0.17337,29577.099609375,0.17693
0.18247,0.1835,0.169,8344.6396484375,0.17509
0.18156,0.18694,0.17848,7899.56982421875,0.18249
0.18344,0.18414,0.17849,13449.099609375,0.18156
0.18889,0.19016,0.1799,18839.30078,0.18348
0.18933,0.19042,0.18831,29751.30078,0.18889
0.18602,0.19051,0.18569,30667.599609375,0.18928
0.18793,0.18848,0.18565,14046,0.18602
0.18724,0.18897,0.18488,14275.599609375,0.18792
0.18975,0.19036,0.18658,30651.900390625,0.18722
0.19315,0.19325,0.18802,20745.69922,0.18975
0.19236,0.19895,0.18846,15544.2998046875,0.19315
0.19238,0.19404,0.19007,19257,0.19238
